tissue,cell_type,gene,mean_log1p,pct_expr,n_cells
heart,"CD14-positive, CD16-positive monocyte",CCND1,0.01867984081638376,2.5625381330079318,3278
heart,"CD14-positive, CD16-positive monocyte",FBLN1,0.010907861937685228,1.5558267236119585,3278
heart,"CD14-positive, CD16-positive monocyte",ERAP2,0.10941474811560938,14.093959731543624,3278
heart,"CD14-positive, CD16-positive monocyte",CENPV,0.004987141648176751,0.701647345942648,3278
heart,ventricular cardiac muscle cell,EIF4EBP1,0.07222783731089698,10.006313131313131,3168
heart,ventricular cardiac muscle cell,PITPNM1,0.002844353968446905,0.41035353535353536,3168
heart,ventricular cardiac muscle cell,MAGED2,0.2458116001251972,30.42929292929293,3168
heart,ventricular cardiac muscle cell,NUDT4,0.07274700934537734,9.343434343434344,3168
heart,ventricular cardiac muscle cell,MTFP1,0.00612630085511641,0.8838383838383839,3168
heart,ventricular cardiac muscle cell,PPM1K,0.03209299902723293,4.482323232323233,3168
heart,ventricular cardiac muscle cell,NAMPT,0.021260435533041907,2.9987373737373737,3168
heart,ventricular cardiac muscle cell,CCND1,0.023650745851824983,3.2196969696969697,3168
heart,ventricular cardiac muscle cell,FBLN1,0.03967687337085454,5.429292929292929,3168
heart,ventricular cardiac muscle cell,ERAP2,0.002844353968446905,0.41035353535353536,3168
heart,ventricular cardiac muscle cell,CENPV,0.007001486691561612,1.0101010101010102,3168
heart,"CD4-positive, alpha-beta cytotoxic T cell",EIF4EBP1,0.016161921703658454,2.312881464824928,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",PITPNM1,0.010502955555877538,1.477674269193704,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",MAGED2,0.031063542425766505,4.336652746546739,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",NUDT4,0.04379348175877205,5.910697076774816,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",MTFP1,0.016905579810505545,2.312881464824928,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",PPM1K,0.06716431757280232,9.026662383552843,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",NAMPT,0.1066229832811904,12.174751044008994,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",CCND1,0.0034701808104743307,0.48185030517185995,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",FBLN1,0.007923423229135427,1.12431737873434,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",ERAP2,0.06181636271735613,8.223578541599743,3113
heart,"CD4-positive, alpha-beta cytotoxic T cell",CENPV,0.0051212287814602605,0.738837134596852,3113
heart,professional antigen presenting cell,EIF4EBP1,0.02468964256750672,3.4663178548070634,3058
heart,professional antigen presenting cell,PITPNM1,0.011333341766916279,1.6350555918901242,3058
heart,professional antigen presenting cell,MAGED2,0.007933339236841395,1.144538914323087,3058
heart,professional antigen presenting cell,NUDT4,0.030129646615626532,4.251144538914323,3058
heart,professional antigen presenting cell,MTFP1,0.003079260463727074,0.4251144538914323,3058
heart,professional antigen presenting cell,PPM1K,0.003400002530074884,0.49051667756703726,3058
heart,professional antigen presenting cell,NAMPT,0.2272176360132805,25.441465009810333,3058
heart,professional antigen presenting cell,CCND1,0.0011333341766916279,0.16350555918901244,3058
heart,professional antigen presenting cell,FBLN1,0.00298518523271759,0.3270111183780249,3058
heart,professional antigen presenting cell,ERAP2,0.040650765361,5.591890124264225,3058
heart,professional antigen presenting cell,CENPV,0.001586667847368279,0.2289077828646174,3058
heart,innate lymphoid cell,EIF4EBP1,0.08222350509919117,9.52063914780293,3004
heart,innate lymphoid cell,PITPNM1,0.04352870000186519,5.692410119840213,3004
heart,innate lymphoid cell,MAGED2,0.12015866249125108,13.548601864181093,3004
heart,innate lymphoid cell,NUDT4,0.05159933065447445,6.724367509986684,3004
heart,innate lymphoid cell,MTFP1,0.05038944176446582,6.091877496671105,3004
heart,innate lymphoid cell,PPM1K,0.07830428509674123,10.119840213049267,3004
heart,innate lymphoid cell,NAMPT,0.045386661543509614,6.125166444740346,3004
heart,innate lymphoid cell,CCND1,0.023092240849125402,2.796271637816245,3004
heart,innate lymphoid cell,FBLN1,0.030834956985021558,3.9946737683089215,3004
heart,innate lymphoid cell,ERAP2,0.04934433884373041,6.657789613848203,3004
heart,innate lymphoid cell,CENPV,0.05059042830918029,6.291611185086551,3004
heart,"activated CD8-positive, alpha-beta T cell",EIF4EBP1,0.009007910735128086,1.299566811062979,3001
heart,"activated CD8-positive, alpha-beta T cell",PITPNM1,0.01070321110716187,1.466177940686438,3001
heart,"activated CD8-positive, alpha-beta T cell",MAGED2,0.02571639566570868,3.632122625791403,3001
heart,"activated CD8-positive, alpha-beta T cell",NUDT4,0.04502256359111782,6.097967344218594,3001
heart,"activated CD8-positive, alpha-beta T cell",MTFP1,0.024352445001802378,3.2655781406197932,3001
heart,"activated CD8-positive, alpha-beta T cell",PPM1K,0.07091745667678441,9.59680106631123,3001
heart,"activated CD8-positive, alpha-beta T cell",NAMPT,0.09885699841945182,12.06264578473842,3001
heart,"activated CD8-positive, alpha-beta T cell",CCND1,0.003233608981840851,0.4665111629456848,3001
heart,"activated CD8-positive, alpha-beta T cell",FBLN1,0.01607218284441685,2.299233588803732,3001
heart,"activated CD8-positive, alpha-beta T cell",ERAP2,0.07582486037292785,10.063312229256914,3001
heart,"activated CD8-positive, alpha-beta T cell",CENPV,0.007565464190108424,1.0329890036654448,3001
heart,"CD8-positive, alpha-beta cytotoxic T cell",EIF4EBP1,0.031443636536759516,4.397834912043302,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",PITPNM1,0.020537642084052017,2.9431664411366714,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",MAGED2,0.07879721102114459,10.791610284167794,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",NUDT4,0.07572282860824317,10.081190798376184,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",MTFP1,0.0673651459736495,8.829499323410014,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",PPM1K,0.13108466591822118,16.880920162381596,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",NAMPT,0.15412211397987902,17.286874154262517,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",CCND1,0.006702837021328277,0.9472259810554804,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",FBLN1,0.011605256626505975,1.5899864682002707,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",ERAP2,0.12641824146730168,16.271989174560215,2956
heart,"CD8-positive, alpha-beta cytotoxic T cell",CENPV,0.01364016226405865,1.9282814614343708,2956
heart,smooth muscle myoblast,EIF4EBP1,0.013585723119986308,1.9400953029271613,2938
heart,smooth muscle myoblast,PITPNM1,0.015749136228152407,2.2123893805309733,2938
heart,smooth muscle myoblast,MAGED2,0.03613659019288439,5.173587474472431,2938
heart,smooth muscle myoblast,NUDT4,0.3624718880231402,39.686861810755616,2938
heart,smooth muscle myoblast,MTFP1,0.0029691052810118424,0.4084411164057182,2938
heart,smooth muscle myoblast,PPM1K,0.19008635147807548,23.723621511232132,2938
heart,smooth muscle myoblast,NAMPT,0.2680481662954742,28.863172226004085,2938
heart,smooth muscle myoblast,CCND1,0.0418434883154031,5.684138869979578,2938
heart,smooth muscle myoblast,FBLN1,0.08092875363795915,10.211027910142954,2938
heart,smooth muscle myoblast,ERAP2,0.02634801549762183,3.573859768550034,2938
heart,smooth muscle myoblast,CENPV,0.014235669532708363,1.9741320626276377,2938
heart,neuronal receptor cell,EIF4EBP1,0.010412434403368418,1.4788169464428458,2502
heart,neuronal receptor cell,PITPNM1,0.006648893836590884,0.9592326139088729,2502
heart,neuronal receptor cell,MAGED2,0.02807491269710062,3.9568345323741005,2502
heart,neuronal receptor cell,NUDT4,0.20302079378558005,25.179856115107913,2502
heart,neuronal receptor cell,MTFP1,0.0022162979455302946,0.31974420463629094,2502
heart,neuronal receptor cell,PPM1K,0.2858457670604392,33.533173461231016,2502
heart,neuronal receptor cell,NAMPT,0.15885378469189676,18.705035971223023,2502
heart,neuronal receptor cell,CCND1,0.03308782893881428,4.51638689048761,2502
heart,neuronal receptor cell,FBLN1,0.055333700159089644,7.434052757793765,2502
heart,neuronal receptor cell,ERAP2,0.03645935142450005,4.95603517186251,2502
heart,neuronal receptor cell,CENPV,0.004432595891060589,0.6394884092725819,2502
heart,contractile cell,EIF4EBP1,0.006765161601931838,0.9760065067100447,2459
heart,contractile cell,PITPNM1,0.004510107734621226,0.6506710044733631,2459
heart,contractile cell,MAGED2,0.025699136508291646,3.660024400162668,2459
heart,contractile cell,NUDT4,0.12926172124219648,16.26677511183408,2459
heart,contractile cell,MTFP1,0.0005637634668276533,0.08133387555917039,2459
heart,contractile cell,PPM1K,0.020716010966694613,2.887352582350549,2459
heart,contractile cell,NAMPT,0.029598041005423514,3.944692964619764,2459
heart,contractile cell,CCND1,0.01869999194057941,2.5620170801138675,2459
heart,contractile cell,FBLN1,0.05009017275716775,6.628710858072387,2459
heart,contractile cell,ERAP2,0.015716284355917515,2.1553477023180156,2459
heart,contractile cell,CENPV,0.008786232503462051,1.2200081333875559,2459
heart,endothelial cell of lymphatic vessel,EIF4EBP1,0.03588469297761103,4.683195592286501,2178
heart,endothelial cell of lymphatic vessel,PITPNM1,0.0019094963704258943,0.27548209366391185,2178
heart,endothelial cell of lymphatic vessel,MAGED2,0.08479990468756446,10.514233241505968,2178
heart,endothelial cell of lymphatic vessel,NUDT4,0.11922047573891772,13.039485766758494,2178
heart,endothelial cell of lymphatic vessel,MTFP1,0.005830942544508024,0.7805325987144169,2178
heart,endothelial cell of lymphatic vessel,PPM1K,0.012465804952125795,1.6988062442607896,2178
heart,endothelial cell of lymphatic vessel,NAMPT,0.2395500342598522,20.33976124885216,2178
heart,endothelial cell of lymphatic vessel,CCND1,0.1180197229836379,12.580348943985308,2178
heart,endothelial cell of lymphatic vessel,FBLN1,0.020381301668830922,2.295684113865932,2178
heart,endothelial cell of lymphatic vessel,ERAP2,0.026763099393678214,3.581267217630854,2178
heart,endothelial cell of lymphatic vessel,CENPV,0.00668323729649063,0.9641873278236914,2178
heart,neuron,EIF4EBP1,0.46213539464732417,49.16911045943304,2046
heart,neuron,PITPNM1,0.040148932912832135,5.5229716520039105,2046
heart,neuron,MAGED2,1.0362001701184382,80.3030303030303,2046
heart,neuron,NUDT4,0.2967795506483882,31.2316715542522,2046
heart,neuron,MTFP1,0.05327837628003789,7.331378299120234,2046
heart,neuron,PPM1K,0.12458299215471523,16.129032258064516,2046
heart,neuron,NAMPT,0.11198388166791183,15.151515151515152,2046
heart,neuron,CCND1,1.004549673983312,69.35483870967742,2046
heart,neuron,FBLN1,0.3330484845421531,36.168132942326494,2046
heart,neuron,ERAP2,0.005816854922536065,0.7820136852394917,2046
heart,neuron,CENPV,0.42282002016479553,42.57086999022483,2046
heart,monocyte,EIF4EBP1,0.07606093388212594,10.308738880167452,1911
heart,monocyte,PITPNM1,0.012544463280917836,1.7791732077446363,1911
heart,monocyte,MAGED2,0.015083463949286332,2.1454735740450026,1911
heart,monocyte,NUDT4,0.03553484023896142,4.761904761904762,1911
heart,monocyte,MTFP1,0.009067859529887489,1.3082155939298796,1911
heart,monocyte,PPM1K,0.027956869513622945,3.872318158032444,1911
heart,monocyte,NAMPT,0.6869193494538248,52.43328100470958,1911
heart,monocyte,CCND1,0.00985492255162469,1.3605442176870748,1911
heart,monocyte,FBLN1,0.006528858861518992,0.9419152276295133,1911
heart,monocyte,ERAP2,0.03428005461041557,4.604918890633177,1911
heart,monocyte,CENPV,0.002901715049563996,0.4186289900575615,1911
heart,CD14-positive monocyte,EIF4EBP1,0.17825736077744722,22.464152947424324,1883
heart,CD14-positive monocyte,PITPNM1,0.056723490840123805,7.966011683483803,1883
heart,CD14-positive monocyte,MAGED2,0.03061550675208304,4.354753053637812,1883
heart,CD14-positive monocyte,NUDT4,0.0782962751970985,10.143388210302708,1883
heart,CD14-positive monocyte,MTFP1,0.012362890147301851,1.7525225703664364,1883
heart,CD14-positive monocyte,PPM1K,0.03395498811850444,4.40785979819437,1883
heart,CD14-positive monocyte,NAMPT,1.9056873323432448,86.08603292618163,1883
heart,CD14-positive monocyte,CCND1,0.013745093940738915,1.8056293149229952,1883
heart,CD14-positive monocyte,FBLN1,0.006105055786230054,0.849707912904939,1883
heart,CD14-positive monocyte,ERAP2,0.09571704975924337,12.16144450345194,1883
heart,CD14-positive monocyte,CENPV,0.002208647421554752,0.3186404673393521,1883
heart,mature NK T cell,EIF4EBP1,0.018601029430591297,2.618384401114206,1795
heart,mature NK T cell,PITPNM1,0.010652055182496817,1.5041782729805013,1795
heart,mature NK T cell,MAGED2,0.038360522118783595,5.403899721448468,1795
heart,mature NK T cell,NUDT4,0.04235330092873746,5.73816155988858,1795
heart,mature NK T cell,MTFP1,0.02066303614454349,2.785515320334262,1795
heart,mature NK T cell,PPM1K,0.06529730900416467,8.857938718662952,1795
heart,mature NK T cell,NAMPT,0.07479152971655545,9.415041782729805,1795
heart,mature NK T cell,CCND1,0.005245893313692141,0.724233983286908,1795
heart,mature NK T cell,FBLN1,0.007336933964806347,1.0584958217270195,1795
heart,mature NK T cell,ERAP2,0.05522763138029901,7.465181058495822,1795
heart,mature NK T cell,CENPV,0.006178470707205345,0.8913649025069638,1795
heart,fetal cardiomyocyte,EIF4EBP1,0.3942608672243948,41.603053435114504,1310
heart,fetal cardiomyocyte,PITPNM1,0.015524301092133267,2.0610687022900764,1310
heart,fetal cardiomyocyte,MAGED2,0.3373449094422901,36.10687022900763,1310
heart,fetal cardiomyocyte,NUDT4,0.3231819299341158,34.656488549618324,1310
heart,fetal cardiomyocyte,MTFP1,0.13767235925179402,15.49618320610687,1310
heart,fetal cardiomyocyte,PPM1K,0.15432924569108103,17.938931297709924,1310
heart,fetal cardiomyocyte,NAMPT,0.12507368881283826,15.725190839694656,1310
heart,fetal cardiomyocyte,CCND1,0.12870675816790747,15.725190839694656,1310
heart,fetal cardiomyocyte,FBLN1,0.0885445824106231,11.068702290076336,1310
heart,fetal cardiomyocyte,ERAP2,0.002645599933070991,0.3816793893129771,1310
heart,fetal cardiomyocyte,CENPV,0.14494340110371132,16.946564885496183,1310
heart,B cell,EIF4EBP1,0.0627360097899191,8.108108108108109,1221
heart,B cell,PITPNM1,0.0262101174962999,3.6855036855036856,1221
heart,B cell,MAGED2,0.04669049682429733,6.388206388206388,1221
heart,B cell,NUDT4,0.09847456485301524,12.285012285012286,1221
heart,B cell,MTFP1,0.025032058297172127,3.276003276003276,1221
heart,B cell,PPM1K,0.18282054155991762,22.85012285012285,1221
heart,B cell,NAMPT,0.2954098281071481,26.28992628992629,1221
heart,B cell,CCND1,0.0307089393984383,4.013104013104013,1221
heart,B cell,FBLN1,0.018218676542083714,2.211302211302211,1221
heart,B cell,ERAP2,0.14520288040948442,18.181818181818183,1221
heart,B cell,CENPV,0.01599173151402079,2.211302211302211,1221
heart,"activated CD4-positive, alpha-beta T cell",EIF4EBP1,0.022509077558544782,3.2473734479465137,1047
heart,"activated CD4-positive, alpha-beta T cell",PITPNM1,0.013627897588662454,1.9102196752626552,1047
heart,"activated CD4-positive, alpha-beta T cell",MAGED2,0.061131907283633574,8.595988538681949,1047
heart,"activated CD4-positive, alpha-beta T cell",NUDT4,0.09528386535936008,12.607449856733524,1047
heart,"activated CD4-positive, alpha-beta T cell",MTFP1,0.06421815221835686,8.404966571155683,1047
heart,"activated CD4-positive, alpha-beta T cell",PPM1K,0.13124778140923354,16.9054441260745,1047
heart,"activated CD4-positive, alpha-beta T cell",NAMPT,0.18127028215694335,21.680993314231138,1047
heart,"activated CD4-positive, alpha-beta T cell",CCND1,0.007007580659678695,0.9551098376313276,1047
heart,"activated CD4-positive, alpha-beta T cell",FBLN1,0.009268443700577262,1.3371537726838587,1047
heart,"activated CD4-positive, alpha-beta T cell",ERAP2,0.10834826359662308,13.371537726838586,1047
heart,"activated CD4-positive, alpha-beta T cell",CENPV,0.013902665550865894,2.005730659025788,1047
heart,mesothelial cell,EIF4EBP1,0.12089557837090892,12.295973884657236,919
heart,mesothelial cell,PITPNM1,0.01583905422389183,2.2850924918389555,919
heart,mesothelial cell,MAGED2,0.1459001676302091,15.669205658324266,919
heart,mesothelial cell,NUDT4,0.135549736100779,16.75734494015234,919
heart,mesothelial cell,MTFP1,0.020492662672638506,2.720348204570185,919
heart,mesothelial cell,PPM1K,0.050107668481272634,6.528835690968444,919
heart,mesothelial cell,NAMPT,1.0753821908973635,65.94124047878128,919
heart,mesothelial cell,CCND1,0.025146271121385178,3.046789989118607,919
heart,mesothelial cell,FBLN1,0.0547477594527119,7.072905331882481,919
heart,mesothelial cell,ERAP2,0.030867158393735335,4.134929270946682,919
heart,mesothelial cell,CENPV,0.014017534722960164,1.8498367791077257,919
heart,mesothelial cell of epicardium,EIF4EBP1,0.6167787594741649,57.52808988764045,890
heart,mesothelial cell of epicardium,PITPNM1,0.04186522344524941,5.842696629213483,890
heart,mesothelial cell of epicardium,MAGED2,0.7179544529218352,66.06741573033707,890
heart,mesothelial cell of epicardium,NUDT4,0.1161773504835836,15.393258426966293,890
heart,mesothelial cell of epicardium,MTFP1,0.07534166721815473,10.0,890
heart,mesothelial cell of epicardium,PPM1K,0.06536207574137141,9.101123595505618,890
heart,mesothelial cell of epicardium,NAMPT,0.12204004941361674,16.292134831460675,890
heart,mesothelial cell of epicardium,CCND1,0.1950849273231592,22.584269662921347,890
heart,mesothelial cell of epicardium,FBLN1,0.23169661371895436,26.96629213483146,890
heart,mesothelial cell of epicardium,ERAP2,0.027846516384167616,3.8202247191011236,890
heart,mesothelial cell of epicardium,CENPV,0.14778314293100592,18.426966292134832,890
heart,dendritic cell,EIF4EBP1,0.13562310195188917,15.55299539170507,868
heart,dendritic cell,PITPNM1,0.022359586531116117,3.225806451612903,868
heart,dendritic cell,MAGED2,0.046919106887782225,6.566820276497696,868
heart,dendritic cell,NUDT4,0.09319096391651488,11.40552995391705,868
heart,dendritic cell,MTFP1,0.06915861066035961,8.525345622119815,868
heart,dendritic cell,PPM1K,0.09364377793079148,12.211981566820276,868
heart,dendritic cell,NAMPT,0.4256557443174898,34.56221198156682,868
heart,dendritic cell,CCND1,0.04738753292417746,5.414746543778802,868
heart,dendritic cell,FBLN1,0.02282671225235759,3.110599078341014,868
heart,dendritic cell,ERAP2,0.11268775474091279,14.746543778801843,868
heart,dendritic cell,CENPV,0.022028155590532013,3.110599078341014,868
heart,Schwann cell,EIF4EBP1,0.008361244661816642,1.2062726176115801,829
heart,Schwann cell,PITPNM1,0.005852871263271649,0.6031363088057901,829
heart,Schwann cell,MAGED2,0.06515484235830273,9.047044632086852,829
heart,Schwann cell,NUDT4,0.0400711083728528,5.186972255729795,829
heart,Schwann cell,MTFP1,0.0033444978647266567,0.4825090470446321,829
heart,Schwann cell,PPM1K,0.06215736748082215,8.323281061519904,829
heart,Schwann cell,NAMPT,0.013377991458906627,1.8094089264173703,829
heart,Schwann cell,CCND1,0.06605519431635325,8.56453558504222,829
heart,Schwann cell,FBLN1,0.021045190146231105,2.8950542822677927,829
heart,Schwann cell,ERAP2,0.009686470606933888,1.3268998793727382,829
heart,Schwann cell,CENPV,0.0025083733985449925,0.3618817852834741,829
heart,T cell,EIF4EBP1,0.019788194178802444,2.7649769585253456,651
heart,T cell,PITPNM1,0.01810061766804638,2.61136712749616,651
heart,T cell,MAGED2,0.05546746642175724,7.373271889400922,651
heart,T cell,NUDT4,0.028928966199930545,3.9938556067588324,651
heart,T cell,MTFP1,0.025734739552628245,3.533026113671275,651
heart,T cell,PPM1K,0.08055518061700871,9.831029185867896,651
heart,T cell,NAMPT,0.07079841684086531,7.373271889400922,651
heart,T cell,CCND1,0.010205514236895537,1.3824884792626728,651
heart,T cell,FBLN1,0.05263509252287459,6.605222734254992,651
heart,T cell,ERAP2,0.1146528563374931,14.1321044546851,651
heart,T cell,CENPV,0.003194226647302302,0.4608294930875576,651
heart,dermis microvascular lymphatic vessel endothelial cell,EIF4EBP1,0.013316889109698497,1.824212271973466,603
heart,dermis microvascular lymphatic vessel endothelial cell,PITPNM1,0.006419902219503475,0.8291873963515755,603
heart,dermis microvascular lymphatic vessel endothelial cell,MAGED2,0.07530334339806097,10.11608623548922,603
heart,dermis microvascular lymphatic vessel endothelial cell,NUDT4,0.05001439146734589,6.467661691542289,603
heart,dermis microvascular lymphatic vessel endothelial cell,MTFP1,0.005270404404470972,0.6633499170812603,603
heart,dermis microvascular lymphatic vessel endothelial cell,PPM1K,0.004120906589438468,0.4975124378109453,603
heart,dermis microvascular lymphatic vessel endothelial cell,NAMPT,0.015615884739763504,2.155887230514096,603
heart,dermis microvascular lymphatic vessel endothelial cell,CCND1,0.07884013633032146,9.286898839137645,603
heart,dermis microvascular lymphatic vessel endothelial cell,FBLN1,0.008718897849568483,1.1608623548922057,603
heart,dermis microvascular lymphatic vessel endothelial cell,ERAP2,0.01264447596535754,1.492537313432836,603
heart,dermis microvascular lymphatic vessel endothelial cell,CENPV,0.0,0.0,603
heart,adipocyte of epicardial fat of left ventricle,EIF4EBP1,0.14928599320223865,17.017208413001914,523
heart,adipocyte of epicardial fat of left ventricle,PITPNM1,0.006076584810508596,0.7648183556405354,523
heart,adipocyte of epicardial fat of left ventricle,MAGED2,0.02595652312211279,3.4416826003824093,523
heart,adipocyte of epicardial fat of left ventricle,NUDT4,0.5559138324019102,52.007648183556405,523
heart,adipocyte of epicardial fat of left ventricle,MTFP1,0.014578621428509743,2.1032504780114722,523
heart,adipocyte of epicardial fat of left ventricle,PPM1K,0.21485557474096237,24.47418738049713,523
heart,adipocyte of epicardial fat of left ventricle,NAMPT,1.0183764785015332,69.59847036328871,523
heart,adipocyte of epicardial fat of left ventricle,CCND1,0.05976537354361715,7.074569789674952,523
heart,adipocyte of epicardial fat of left ventricle,FBLN1,0.05688950846801524,7.265774378585086,523
heart,adipocyte of epicardial fat of left ventricle,ERAP2,0.039435021963903596,5.353728489483748,523
heart,adipocyte of epicardial fat of left ventricle,CENPV,0.05688950846801524,7.648183556405353,523
heart,megakaryocyte,EIF4EBP1,0.009600376488429357,1.3850415512465375,361
heart,megakaryocyte,PITPNM1,0.003840150595371743,0.554016620498615,361
heart,megakaryocyte,MAGED2,0.08017252819029579,10.526315789473685,361
heart,megakaryocyte,NUDT4,0.007680301190743486,1.10803324099723,361
heart,megakaryocyte,MTFP1,0.005760225893057615,0.8310249307479224,361
heart,megakaryocyte,PPM1K,0.01760694657006092,2.21606648199446,361
heart,megakaryocyte,NAMPT,0.004963322689658717,0.554016620498615,361
heart,megakaryocyte,CCND1,0.025613516651692484,3.0470914127423825,361
heart,megakaryocyte,FBLN1,0.005760225893057615,0.8310249307479224,361
heart,megakaryocyte,ERAP2,0.0030432473919728455,0.2770083102493075,361
heart,megakaryocyte,CENPV,0.003840150595371743,0.554016620498615,361
heart,visceromotor neuron,EIF4EBP1,0.013942615739230451,2.0114942528735633,348
heart,visceromotor neuron,PITPNM1,0.017926220236153437,2.586206896551724,348
heart,visceromotor neuron,MAGED2,0.28600258114694177,32.47126436781609,348
heart,visceromotor neuron,NUDT4,0.013942615739230451,2.0114942528735633,348
heart,visceromotor neuron,MTFP1,0.00597540674538448,0.8620689655172413,348
heart,visceromotor neuron,PPM1K,0.10587152256362739,13.218390804597702,348
heart,visceromotor neuron,NAMPT,0.038521156913932715,4.022988505747127,348
heart,visceromotor neuron,CCND1,0.2861217387106227,29.022988505747126,348
heart,visceromotor neuron,FBLN1,0.021083152157136763,2.586206896551724,348
heart,visceromotor neuron,ERAP2,0.003983604496922986,0.5747126436781609,348
heart,visceromotor neuron,CENPV,0.035025767896367216,4.597701149425287,348
heart,cardiac mesenchymal cell,EIF4EBP1,0.720918745843191,67.3015873015873,315
heart,cardiac mesenchymal cell,PITPNM1,0.022004672459193637,3.1746031746031744,315
heart,cardiac mesenchymal cell,MAGED2,0.922557568928552,74.92063492063492,315
heart,cardiac mesenchymal cell,NUDT4,0.09628119695754278,13.333333333333334,315
heart,cardiac mesenchymal cell,MTFP1,0.06858839913020058,9.523809523809524,315
heart,cardiac mesenchymal cell,PPM1K,0.06107372102283296,7.936507936507937,315
heart,cardiac mesenchymal cell,NAMPT,0.06418746463836185,8.88888888888889,315
heart,cardiac mesenchymal cell,CCND1,0.24503288041977656,26.984126984126984,315
heart,cardiac mesenchymal cell,FBLN1,0.2268199644391499,25.714285714285715,315
heart,cardiac mesenchymal cell,ERAP2,0.015403270721435547,2.2222222222222223,315
heart,cardiac mesenchymal cell,CENPV,0.14672649625747922,19.047619047619047,315
heart,mesenchymal stem cell,EIF4EBP1,0.0710539269721371,9.578544061302683,261
heart,mesenchymal stem cell,PITPNM1,0.005311472662563981,0.7662835249042146,261
heart,mesenchymal stem cell,MAGED2,0.30190763436971496,37.16475095785441,261
heart,mesenchymal stem cell,NUDT4,0.05622173908569804,7.662835249042145,261
heart,mesenchymal stem cell,MTFP1,0.0026557363312819907,0.3831417624521073,261
heart,mesenchymal stem cell,PPM1K,0.010622945325127963,1.5325670498084292,261
heart,mesenchymal stem cell,NAMPT,0.007967208993845972,1.1494252873563218,261
heart,mesenchymal stem cell,CCND1,0.04028732109800609,5.363984674329502,261
heart,mesenchymal stem cell,FBLN1,0.237133270935994,24.904214559386972,261
heart,mesenchymal stem cell,ERAP2,0.007967208993845972,1.1494252873563218,261
heart,mesenchymal stem cell,CENPV,0.0,0.0,261
